time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_Sedan_Winter_Test1,Speed_Sedan_Winter_Test2,Speed_Sedan_Winter_Test3,Speed_Sedan_Winter_Test4,Speed_Sedan_Winter_Test5,Speed_Sedan_AllSeason_Test1,Speed_Sedan_AllSeason_Test2,Speed_Sedan_AllSeason_Test3,Speed_Sedan_AllSeason_Test4,Speed_Sedan_AllSeason_Test5,Speed_Sedan_Summer_Test1,Speed_Sedan_Summer_Test2,Speed_Sedan_Summer_Test3,Speed_Sedan_Summer_Test4,Speed_Sedan_Summer_Test5,Speed_SUV_Winter_Test1,Speed_SUV_Winter_Test2,Speed_SUV_Winter_Test3,Speed_SUV_Winter_Test4,Speed_SUV_Winter_Test5,Speed_SUV_AllSeason_Test1,Speed_SUV_AllSeason_Test2,Speed_SUV_AllSeason_Test3,Speed_SUV_AllSeason_Test4,Speed_SUV_AllSeason_Test5,Speed_SUV_Summer_Test1,Speed_SUV_Summer_Test2,Speed_SUV_Summer_Test3,Speed_SUV_Summer_Test4,Speed_SUV_Summer_Test5
23.72,25.019,24.233,24.955,25.77,25.814,24.769,24.582,24.458,24.424,23.961,24.828,NaN,24.66,23.532,25.655,25.298,25.153,24.439,25.655,23.552,25.346,24.936,25.163,24.997,25.715,23.98,24.192,24.51,25.665,25.015,23.402,24.063,NaN,22.619,24.192,24.166,23.261,24.692,23.676,23.586,24.611,23.678,23.329,22.297,23.873
23.73,25.014,24.644,24.842,NaN,24.388,24.258,25.157,23.962,24.716,24.174,23.781,24.845,24.787,24.089,24.933,24.27,25.382,24.52,23.344,25.138,25.413,24.52,25.38,24.049,26.322,24.373,24.52,25.863,24.927,24.621,23.808,24.119,22.661,21.943,23.896,24.257,23.557,23.961,23.526,23.099,24.04,23.826,24.254,24.642,23.669
23.74,24.959,24.768,25.369,24.905,25.895,24.712,25.42,25.038,24.71,24.865,24.115,23.906,24.361,24.809,24.202,25.397,25.344,24.965,24.471,25.295,23.702,24.028,25.634,24.255,24.282,24.327,25.318,24.426,24.783,24.534,23.148,23.278,24.241,21.421,23.488,25.15,23.334,23.987,23.825,24.621,24.494,24.977,24.275,24.167,24.665
23.75,23.926,25.43,25.241,24.239,25.528,25.476,24.532,24.761,25.372,25.915,24.076,25.464,26.229,24.087,23.704,24.449,NaN,23.968,25.823,25.218,25.798,23.735,25.369,23.578,25.259,25.205,25.478,24.148,25.453,24.992,22.957,23.321,24.226,22.746,23.293,24.086,22.907,24.747,23.329,23.774,25.384,23.679,23.088,24.995,24.311
23.76,24.469,25.135,25.111,25.044,24.689,25.27,25.05,24.973,24.449,23.779,24.196,24.841,25.409,24.5,26.018,25.396,25.408,25.628,25.092,24.866,24.68,24.371,25.515,24.716,25.771,25.17,24.883,25.268,24.258,24.828,24.041,24.022,23.204,22.222,23.474,23,22.653,24.633,23.523,23.502,24.86,24.566,24.577,24.419,23.69
23.77,25.789,25.176,23.711,25.012,25.175,25.762,25.48,24.276,24.877,NaN,24.854,25.295,24.007,23.982,25.426,24.421,24.461,25.277,23.707,24.625,25.621,25.02,26.111,24.636,26.108,25.292,NaN,26.381,23.471,24.29,24.296,23.935,23.608,22.241,23.051,24.341,22.341,24.42,24.205,23.459,24.361,23.93,24.027,24.189,24.043
23.78,24.443,24.33,23.747,24.809,26.1,25.779,25.751,24.019,25.555,24.272,25.272,24.92,25.341,24.195,24.101,24.751,25.983,26.112,24.915,24.457,24.922,24.642,24.703,24.562,25.319,25.269,25.784,26.235,24.648,25.052,22.992,23.139,23.677,23.109,23.891,24.009,23.351,24.16,24.183,24.452,24.199,24.335,23.54,23.125,24.721
23.79,25.375,25.131,24.322,24.613,25.021,25.811,24.257,24.186,24.912,23.76,24.482,25.32,25.304,25.299,25.114,23.994,25.556,25.129,24.788,23.081,24.423,24.738,26.162,24.18,24.856,25.037,25.422,24.964,24.696,24.383,24.218,23.764,NaN,21.721,23.204,23.697,23.795,23.8,24.67,24.818,23.63,25.104,25.571,23.865,23.774
23.8,23.702,25.297,25.441,23.907,25.579,NaN,25.461,25.997,25.554,24.275,24.058,24.56,25.296,25.386,24.289,25.666,24.254,23.945,24.247,24.38,24.413,24.45,26.041,24.817,24.751,25.2,24.015,23.991,24.611,NaN,23.499,23.594,23.816,21.819,24.112,23.836,23.804,24.529,23.573,23.831,23.96,24.276,23.981,22.988,24.771
23.81,25.185,25.771,24.852,24.826,24.513,NaN,25.17,25.254,24.563,25.439,24.715,24.263,24.826,24.628,24.688,NaN,24.417,25.466,24.031,24.351,25.72,24.122,24.348,23.459,25.304,25.281,26.829,25.041,25.407,25.354,23.64,24.225,24.177,22.458,23.621,24.992,23.479,24.253,24.348,23.963,25.041,23.373,24.483,23.878,23.327
23.82,24.424,23.97,24.627,25.252,25.481,NaN,24.835,24.715,25.597,25.577,25.04,25.206,24.701,25.07,25.82,24.335,24.873,24.119,24.374,23.843,24.961,26.039,24.336,24.798,24.456,25.044,25.98,25.624,24.457,24.708,23.471,23.382,23.166,22.852,23.193,23.982,23.298,24.274,24.562,24.029,24.729,24.141,24.364,23.942,24.554
23.83,25.279,25.239,24.057,25.576,24.935,25.585,25.199,24.404,24.685,24.742,24.313,25.065,25.679,23.972,25.405,NaN,25.211,24.093,NaN,24.997,25.571,23.627,25.468,24.819,25.344,25.112,25.603,25.181,24.594,24.806,22.769,22.988,23.481,22.314,23.808,24.137,23.155,25.545,24.042,24.549,23.692,23.609,23.282,24.143,22.901
23.84,24.311,24.992,24.175,25.293,25.103,25.667,NaN,24.769,25.864,24.987,25.133,24.47,24.366,25.494,24.738,25.229,24.362,25.709,NaN,25.039,24.925,25.136,26.115,23.706,25.329,24.441,25.352,24.681,25.442,24.767,23.885,24.104,24.98,21.458,24.122,23.36,22.997,24.173,24.181,24.995,22.869,24.243,24.737,23.833,23.911
23.85,24.777,25.001,25.139,24.668,26.144,25.162,25.594,25.321,24.414,24.144,23.275,24.698,24.859,24.738,24.784,NaN,24.627,25.799,NaN,24.89,24.479,24.653,25.526,24.604,25.69,24.716,25.392,24.764,23.76,25.145,24.378,23.961,24.006,21.835,23.179,24.052,21.762,23.806,24.228,24.155,24.239,22.883,24.31,24.259,23.969
23.86,23.987,24.369,23.871,24.413,24.758,25.013,24.366,25.528,24.946,25.458,24.863,23.373,23.891,NaN,25.489,24.071,25.85,25.376,25.373,24.127,24.289,25.804,24.839,24.216,25.021,25.082,25.806,24.641,24.99,NaN,23.288,23.839,23.971,21.696,22.885,24.362,23.641,23.129,23.764,24.874,24.52,24.104,24.269,23.17,24.62
23.87,26.056,25.842,25.295,25.068,26.131,24.94,25.627,25.443,23.885,25.799,24.965,24.747,23.617,25.654,NaN,25.482,25.103,25.378,25.638,25.029,24.368,24.903,26.116,24.889,26.095,25.105,25.874,25.154,24.626,25.08,24.138,23.763,22.93,21.986,23.816,24.051,22.916,23.758,24.051,25.011,23.405,24.283,23.367,23.485,23.984
23.88,24.091,24.281,25.772,25.741,25.023,25.715,25.262,24.378,25.729,25.47,23.681,24.606,25.872,24.401,25.531,24.974,24.357,25.692,25.458,23.807,25.511,24.972,25.233,24.456,25.129,25.123,24.259,25.099,24.151,24.971,23.848,23.319,NaN,22.888,23.868,23.262,22.507,24.384,24.201,24.313,23.611,23.127,23.823,23.912,23.086
23.89,25.331,24.919,24.082,24.167,25.314,25.174,25.47,25.951,25.123,24.112,24.964,24.559,24.473,24.924,24.887,25.173,23.754,25.184,24.937,24.426,25.862,24.792,26.132,23.261,24.46,25.593,25.181,25.445,23.853,24.899,23.608,24.118,23.612,21.137,23.894,23.638,22.703,24.172,23.279,23.177,23.34,24.305,24.834,24.325,23.216
23.9,23.715,24.865,25.201,25.01,25.871,24.242,NaN,24.076,24.193,24.574,24.899,24.262,24.799,24.863,25.136,24.979,24.208,24.557,23.105,24.658,24.071,24.686,25.657,23.601,23.02,23.746,25.506,24.147,24.782,NaN,22.523,23.487,22.857,22.414,NaN,23.921,22.539,23.74,24.297,24.691,22.743,24.552,24.972,23.418,24.174
23.91,24.837,25.237,23.503,25.708,25.736,24.662,25.413,25.846,25.105,24.946,23.411,24.101,25.348,24.542,24.621,25.798,24.855,25.476,NaN,23.786,24.802,24.92,26.124,23.439,25.892,24.762,24.769,24.981,24.983,24.541,24.474,22.706,23.084,21.857,23.848,23.692,24.016,24.217,23.434,24.082,23.165,24.37,23.874,23.556,23.864
23.92,24.798,25.401,23.511,24.117,25.799,25.179,25.162,24.936,23.779,24.009,23.496,24.87,24.37,24.953,25.533,25.39,24.292,24.95,25.443,23.616,25.14,25.566,25.025,24.175,24.114,25.276,23.641,24.836,24.497,25.975,23.167,23.38,24.358,22.255,22.798,23.45,23.532,23.954,23.884,23.289,23.817,24.832,24.723,23.164,23.34
23.93,24.955,24.415,24.393,25.262,26.601,23.94,24.927,25.559,24.951,24.666,23.857,24.397,25.061,25.07,24.197,24.167,25.245,24.884,24.636,24.214,25.594,25.437,25.81,25.194,25.558,26.021,25.263,NaN,24.702,24.536,23.572,24.761,23.173,22.798,23.712,24.51,23.488,24.498,23.865,25.17,25.379,22.639,23.553,23.758,24.211
23.94,24.275,25.951,24.242,23.669,25.442,25.182,26.685,25,25.306,24.274,24.135,25.298,26.124,24.086,24.575,24.979,24.781,23.735,24.658,24.568,24.576,25.277,26.171,24.601,24.35,24.233,24.951,25.443,25.275,NaN,23.627,22.713,23.446,22.719,23.27,24.86,22.896,24.766,24.04,24.858,24.415,24.343,23.489,24.072,23.456
23.95,23.829,25.746,24.419,25.019,26.483,25.04,25.18,24.681,NaN,25.347,24.466,23.905,23.723,24.96,25.115,25.413,23.93,24.505,24.339,25.264,24.325,23.743,24.463,23.216,24.396,25.395,25.867,25.362,24.022,NaN,23.343,23.715,23.291,21.402,23.28,23.065,23.523,23.185,24.005,23.76,23.486,25.156,23.322,23.831,24.089
23.96,24.571,24.597,25.29,25.952,24.615,25.975,25.261,24.404,25.001,23.982,24.545,24.501,24.691,NaN,25.312,25.239,25.122,24.598,NaN,24.219,25.8,24.338,26.108,24.579,25.078,24.688,25.414,23.899,24.557,24.672,24.327,22.823,23.886,22.244,23.37,24.715,23.766,24.941,25.125,23.88,23.311,23.086,23.614,24.356,23.711
23.97,24.535,25.99,24.592,24.384,25.162,24.78,24.618,25.436,25.569,24.048,24.268,23.79,24.478,24.359,23.994,24.86,24.789,24.559,25.066,24.876,25.036,24.564,24.934,24.613,24.109,24.657,24.536,24.798,24.716,24.708,23.83,24.017,23.115,22.543,NaN,24.318,23.758,23.57,23.109,23.908,25.069,24.088,25.423,24.252,22.734
23.98,24.414,24.573,25.004,24.611,25.787,26.072,24.116,24.275,24.897,24.864,25.757,23.558,24.756,24.373,24.036,23.952,25.654,24.482,25.165,24.702,24.646,24.009,25.753,24.809,24.318,25.366,24.784,23.804,25.1,25.298,24.076,23.415,23.649,21.653,22.478,24.7,24.406,24.38,23.717,24.653,23.556,23.662,24.439,23.652,24.696
23.99,24.742,25.784,24.908,25.101,24.575,24.21,24.903,24.5,24.956,25.057,24.975,NaN,24.591,24.452,24.036,24.919,25.302,25.017,25.967,23.677,26.033,24.254,25.879,24.476,25.122,23.983,26.471,24.666,25.022,24.345,23.989,22.924,23.435,21.235,24.186,24.405,23.033,23.486,22.641,23.783,24.416,24.139,24.758,23.712,23.537
24,23.951,25.112,23.888,25.961,24.234,25.132,25.072,23.834,24.559,24.095,25.66,25.846,24.447,24.703,23.786,25.316,25.422,25.586,25.514,24.436,24.937,25.13,25.538,24.213,24.637,25.245,25.373,25.397,24.914,24.527,23.718,23.446,23.172,23.101,23.523,24.391,23.234,25.046,23.877,24.844,23.393,23.871,22.869,24.533,24.124
24.01,25.233,24.036,25.115,25.06,25.643,25.184,26.313,25.493,25.499,24.7,25.152,23.702,25.547,25.3,24.892,24.978,25.477,24.747,24.012,24.236,24.025,24.069,25.33,24.27,24.228,24.422,26.165,25.674,25.269,NaN,24.288,23.483,23.681,22.178,23.37,24.359,22.703,23.615,NaN,23.663,24.355,23.153,24.934,23.942,23.648
24.02,24.869,23.486,NaN,24.91,25.357,25.028,25.814,24.059,24.987,25.375,24.706,25.302,25.159,24.706,25.221,23.197,24.78,24.376,24.382,24.046,24.846,25.755,25.402,23.714,24.615,24.259,25.553,25.11,25.056,25.032,23.401,24.78,22.204,22.67,22.222,24.447,22.908,24.499,23.798,23.537,24.531,24.586,23.276,22.732,23.533
24.03,24.777,25.19,24.881,25.957,25.527,25.522,24.842,25.214,24.16,24.967,24.509,NaN,25.152,25.655,24.273,25.132,25.341,24.651,25.399,24.591,26.173,24.999,25.21,23.584,25.302,24.203,24.725,24.49,25.219,24.59,22.934,23.734,23.781,22.009,23.419,24.514,22.971,24.046,23.944,23.997,23.355,24.062,23.623,24.295,23.89
24.04,24.808,25.384,23.858,NaN,25.989,24.895,25.75,25.373,25.944,23.791,24.748,24.397,24.612,NaN,25.805,25.772,24.951,25.6,24.999,23.993,25.27,25.256,24.39,25.315,26.464,24.588,25.292,24.78,24.886,25.179,24.89,23.237,23.877,22.632,23.764,24.357,23.172,24.206,24.14,24.4,24.358,24.521,23.726,24.757,24.371
24.05,24.035,25.289,24.845,26.206,NaN,24.687,25.592,25.15,24.971,25.439,24.361,24.653,25.146,24.449,24.751,24.429,25.497,25.358,24.981,24.556,25.665,24.242,24.823,25.148,25.798,24.443,25.845,25.314,24.662,24.296,24.08,23.248,23.781,22.622,22.732,24.351,22.426,23.36,23.852,23.004,22.709,24.666,24.526,23.544,24.228
24.06,23.921,24.089,24.319,25.306,25.789,24.964,24.381,23.938,25.357,25.347,23.813,NaN,23.861,NaN,24.942,24.454,24.824,24.982,25.763,23.501,24.921,24.324,24.606,24.226,24.821,24.947,26.151,25.019,24.914,24.26,24.412,23.182,23.738,NaN,23.687,24.672,22.657,24.375,24.397,22.973,23.877,24.638,23.951,24.066,23.195
24.07,24.504,26.069,25.415,23.632,25.41,23.79,25.443,25.093,24.499,24.001,24.701,25.062,25.258,24.337,25.027,25.044,25.628,25.691,25.055,25.093,25.214,25.124,24.389,24.174,25.144,24.874,25.362,24.612,23.901,24.733,24.102,23.3,23.794,21.967,23.638,24.163,23.417,25.166,24.31,24.88,22.869,24.235,22.85,24.505,23.345
24.08,23.92,24.91,23.7,25.591,25.152,25.593,25.771,24.756,25.232,24.86,24.488,24.302,24.293,25.832,24.579,24.539,25.281,25.453,25.011,24.241,23.914,25.078,24.897,24.932,24.97,24.736,26.537,25.174,25.035,23.799,23.839,22.788,23.744,22.335,23.761,22.691,23.156,23.715,23.653,25.22,24.804,23.951,23.938,24.411,23.094
24.09,25.257,25.195,25.243,26.091,24.181,25.826,25.311,25.054,25.171,24.4,24.133,24.595,25.458,24.223,24.92,25.217,24.97,24.679,NaN,23.588,24.2,24.548,25.19,23.35,25.662,25.709,25.224,24.497,24.91,24.125,23.895,23.648,23.628,21.594,22.919,23.595,23.202,23.083,23.63,24.937,25.335,24.844,24.571,22.964,23.555
24.1,23.776,24.251,24.371,26.124,NaN,25.705,24.736,NaN,25.327,24.696,24.977,24.434,25.01,25.231,24.694,24.951,26.041,24.422,24.925,25.049,25.766,25.308,25.082,24.424,23.363,25.179,26.18,24.448,24.742,25.012,24.186,23.854,23.02,21.745,22.667,24.798,23.057,24.581,23.578,24.231,23.185,25.715,24.664,23.665,23.779
24.11,25.441,24.404,25.278,25.41,25.21,25.291,25.598,25.277,24.989,24.955,23.042,23.585,23.942,23.971,23.214,24.335,24.521,25.361,24.737,24.589,24.439,24.631,26.329,24.471,24.269,24.505,25.004,25.373,25.871,25.215,23.511,23.514,23.459,21.312,23.591,24.191,24.26,23.965,23.438,24.149,23.362,24.361,23.502,24.007,23.719
24.12,23.887,25.211,23.783,26.183,25.404,25.207,24.655,23.822,24.911,24.339,24.838,24.302,24.648,24.42,24.55,24.715,25.429,25.468,23.521,23.818,24.619,25.144,25.351,24.231,24.274,24.625,25.892,24.532,23.851,NaN,23.653,23.176,24.179,21.355,24.237,23.493,24.315,24.509,23.779,24.97,23.725,23.416,24.179,22.867,24.557
24.13,24.123,24.641,24.527,25.237,26.024,25.129,25.455,25.213,25.526,24.672,24.18,24.825,24.974,25.415,24.964,24.932,25.569,24.97,24.62,23.66,24.431,23.47,24.808,24.933,25.152,25.073,25.808,24.421,24.404,24.553,25.168,22.823,24.036,22.756,24.052,24.522,22.348,24.265,24.024,23.951,23.673,24.3,24.608,24.625,24.394
24.14,24.211,25.084,24.063,24.589,25.042,25.565,24.697,24.365,25.897,NaN,24.443,25.706,25.045,25.177,24.079,25.022,24.017,24.342,24.95,24.083,24.81,25.143,25.666,23.957,24.595,25.076,24.676,25.538,23.883,25.608,23.658,22.488,22.612,23.448,22.889,24.283,23.313,23.786,23.118,24.461,23.781,24.715,23.616,23.997,25.022
24.15,24.993,25.605,24.285,25.133,25.522,24.987,24.542,24.779,24.233,25.359,24.926,25.918,23.813,23.64,NaN,25.599,25.381,25.076,24.772,24.54,25.323,25.244,25.612,25.032,23.796,25.168,26.088,25.025,24.818,24.456,22.895,23.645,24.648,22.871,NaN,23.171,23.668,24.124,24.366,24.9,24.688,24.149,24.541,24.104,24.134
24.16,25.102,23.997,25.193,25.197,24.818,23.861,25.848,24.086,25.012,24.65,24.71,25.143,24.485,24.34,23.622,24.671,25.354,24.041,25.417,25.365,25.91,24.761,25.86,24.799,24.226,23.832,26.135,25.728,25.161,24.536,23.479,23.912,23.951,22.164,23.671,25.174,23.567,24.417,23.698,24.128,24.242,23.915,24.205,24.031,23.699
24.17,24.98,24.374,24.786,25.083,25.395,25.118,24.765,25.221,25.003,24.417,24.321,24.651,25.094,23.905,24.276,24.19,25.019,25.34,25.562,25.448,25.466,24.494,26.639,22.478,24.921,24.63,25.537,24.854,25.061,23.585,23.167,22.288,23.926,21.919,23.06,23.413,23.032,24.302,23.748,24.21,23.181,24.983,24.553,23.531,23.451
24.18,23.861,25.242,25.255,25.42,25.023,25.225,24.502,NaN,24.063,24.87,25.19,24.607,25.309,24.89,25.739,24.7,24.783,26.502,23.992,24.57,26.132,NaN,25.961,24.008,25.093,25.542,25.458,25.57,25.549,24.257,23.95,23.958,21.966,22.002,23.37,23.544,24.406,24.217,22.868,24.273,23.169,25.259,24.073,23.922,23.65
24.19,25.079,25.247,25.203,24.914,26.253,25.422,24.214,24.931,24.62,23.967,24.589,24.652,23.625,24.848,24.185,25.191,25.321,24.375,NaN,24.299,25.292,24.138,25.047,23.985,24.72,25.03,24.62,24.924,24.855,24.689,24.131,24.067,23.234,22.959,23.958,24.518,22.561,24.37,24.701,24.363,23.243,24.632,24.407,23.758,23.197
24.2,24.828,24.789,25.717,25.611,25.367,25.575,25.334,25.952,25.62,25.097,25.019,24.668,25.492,24.855,25.068,24.767,26.152,25.729,24.782,24.861,25.817,25.12,25.052,24.569,24.493,24.496,25.135,24.448,25.093,25.471,24.116,24.873,23.431,22.839,24.179,23.988,23.348,24.288,23.724,23.487,23.901,23.998,23.178,23.605,23.53
24.21,24.777,25.549,25.25,25.376,24.274,25.711,25.342,24.845,24.783,24.193,25.203,26.406,24.148,24.972,24.209,24.834,26.046,24.985,25.56,23.647,24.301,24.107,23.872,23.165,25.336,24.721,25.89,24.691,24.014,24.705,22.466,22.676,24.411,21.966,23.086,23.671,22.703,25.046,24.166,24.897,23.779,24.81,24.856,23.613,24.21
24.22,24.098,24.949,25.071,24.886,25.866,24.821,25.75,24.957,25.51,24.586,24.294,25.319,23.581,24.792,24.521,25.141,25.236,25.351,24.761,23.981,24.795,24.85,25.608,23.593,24.947,24.634,25.154,24.329,24.738,25.186,23.238,23.11,23.6,21.912,23.673,24.645,22.682,23.404,NaN,24.562,24.601,24.421,23.593,23.926,23.612
24.23,24.602,24.36,24.384,25.495,25.13,24.234,25.113,24.888,25.278,25.166,24.002,NaN,25.472,25.327,23.882,23.758,NaN,25.041,24.84,24.756,25.277,23.42,24.792,23.049,25.882,25.003,25.171,24.334,24.245,NaN,23.894,22.546,NaN,22.838,23.879,23.105,24.541,24.829,23.687,25.544,24.233,24.313,23.956,24.284,23.668
24.24,24.275,25.624,23.318,24.555,25.291,24.144,26.512,24.853,25.14,NaN,24.666,24.34,25.507,23.631,25.417,24.544,24.208,23.668,25.511,25.077,25.25,24.237,25.267,23.48,25.832,24.926,25.929,25.165,24.751,25.13,24.132,23.105,22.868,23.392,24.065,24.005,24.015,24.885,23.309,23.433,NaN,24.473,23.423,22.896,23.835
24.25,24.141,23.891,25.697,25.015,25.404,25.253,24.217,24.553,24.892,25.374,24.662,24.101,24.458,24.569,25.762,24.575,23.612,25.056,24.833,24.505,25.448,24.906,25.342,23.83,25.126,25.325,23.805,25.888,25.636,23.582,24.365,24.749,22.839,NaN,22.482,24.883,23.629,23.287,24.481,24.811,24.062,24.5,23.569,23.516,23.566
24.26,23.564,25.25,24.413,24.389,25.207,25.313,25.389,24.552,NaN,23.931,24.292,24.886,25.113,24.095,23.937,25.312,25.354,25.082,25.551,24.647,25.649,24.319,24.992,25.729,25.247,24.717,25.683,25.885,24.825,NaN,23.044,23.844,23.936,22.304,23.944,24.187,23.495,23.436,24.231,24.631,23.941,24.151,24.44,24.406,23.805
24.27,24.26,25.2,25.435,23.965,25.202,24.459,25.06,24.18,25.134,24.432,24.203,23.383,24.003,24.182,NaN,24.835,25.84,24.678,25.457,24.785,24.837,25.099,24.511,23.921,25.016,25.854,25.751,25.215,24.261,24.866,24.009,24.881,23.555,23.493,23.843,24.782,22.828,24.888,25.175,24.127,23.302,24.473,24.033,23.669,24.116
24.28,24.396,25.01,24.523,25.39,25.949,24.516,25.398,24.702,25.373,NaN,24.508,23.694,25.738,24.667,24.915,25.286,25.047,25.792,25.854,24.777,25.674,23.474,25.864,23.846,25.061,25.174,25.241,25.484,25.169,24.172,23.978,22.792,22.632,22.817,23.198,24.441,24.152,23.558,24.433,24.453,23.222,24.518,24.537,24.598,23.274
24.29,24.257,24.967,25.102,24.181,26.009,25.178,26.473,24.081,24.436,25.142,23.789,24.369,24.495,24.888,24.621,23.66,24.55,24.746,24.36,24.327,25.536,25.076,25.859,24.489,25.314,24.986,24.994,25.28,24.903,24.315,23.833,24.052,22.746,22.653,24.344,23.05,23.305,24.897,24.713,24.568,24.622,24.819,24.305,24.852,23.836
24.3,25.228,26.285,25.585,25.042,25.543,25.036,26.116,25.798,25.092,25.196,25.067,25.328,24.512,24.774,25.26,23.413,24.939,24.593,24.644,25.492,23.884,24.692,25.654,24.516,24.662,24.951,25.569,23.134,24.686,24.754,23.904,23.909,23.645,21.617,23.054,23.201,23.486,23.814,23.23,24.874,24.623,24.408,24.478,22.755,24.596
24.31,24.953,25.207,25.21,25.624,24.704,25.91,25.615,25.853,25.669,25.827,24.557,25.054,25.041,25.516,24.323,26.097,24.547,23.853,25.361,24.302,25.217,24.168,25.031,24.284,25.829,24.544,25.505,NaN,24.549,25.041,23.468,22.602,23.892,22.426,24.085,23.839,23.587,22.774,23.925,24.634,25.035,NaN,24.642,23.005,24.301
24.32,23.947,24.656,24.294,24.183,25.183,24.745,25.224,25.522,24.532,24.85,25.334,24.936,24.469,24.969,23.583,NaN,26.021,25.074,24.585,25.175,25.05,24.819,24.545,25.051,26.034,25.145,25.13,24.481,25.298,24.386,23.408,25.277,24.207,22.855,23.005,24.812,24.156,23.681,24.17,23.251,24.406,24.495,24.125,23.388,23.499
24.33,23.826,25.875,24.635,25.433,24.319,24.991,NaN,25.14,24.592,25.559,25.016,24.772,26.179,24.035,24.746,24.004,24.119,25.605,25.075,23.588,24.192,24.213,24.829,24.815,25.182,25.03,26.43,25.839,24.999,24.266,24.265,23.864,22.675,23.008,22.607,24.821,23.668,24.008,24.557,24.246,24.245,23.826,24.504,24.101,24.313
24.34,24.131,25.493,24.681,25.576,25.567,25.83,25.718,24.708,25.09,26.056,23.561,23.428,24.952,24.159,24.77,25.317,25.011,25.465,25.328,24.696,24.044,24.682,24.902,24.069,25.992,25.23,23.967,26.674,25.49,24.767,23.892,23.316,22.341,21.221,23.357,25.062,23.017,24.272,24.315,24.744,23.233,24.493,24.125,24.458,24.028
24.35,24.945,24.995,25.072,24.963,25.158,NaN,25.871,24.817,25.312,24.744,24.492,25.589,24.826,NaN,24.042,25.359,25.07,24.377,25.111,24.872,25.469,24.354,25.436,25.16,25.453,24.141,24.033,24.507,24.731,24.625,23.64,23.826,22.6,22.287,23.832,24.375,23.503,24.462,23.611,24.703,23.909,24.265,23.98,24.02,23.397
24.36,23.553,25.211,23.927,25.698,24.862,24.662,25.396,25.372,24.227,24.197,25.809,25.219,25.111,24.255,24.706,24.866,24.505,23.916,24.928,24.65,24.965,24.388,25.37,23.839,24.548,25.216,24.851,25.048,25.249,23.978,23.825,23.329,24.077,22.963,23.518,24.648,23.984,23.123,24.046,24.093,24.883,24.769,25.116,24.114,23.757
24.37,24.276,25.148,24.249,24.896,NaN,24.302,24.864,24.012,25.479,24.74,24.146,23.69,24.384,25.192,25.114,24.436,24.833,25,25.463,24.911,25.215,23.705,24.78,25.035,24.262,24.094,26.255,25.369,25.261,23.606,23.995,23.33,24.478,22.385,23.645,24.197,23.533,24.33,24.028,24.089,24.316,23.649,23.995,23.809,23.937
24.38,23.81,24.719,24.586,25.319,25.626,25.539,24.314,NaN,24.948,26.08,25.144,NaN,24.119,25.236,24.994,24.322,25.421,25.005,24.743,NaN,24.744,25.295,25.708,23.585,25.476,24.898,24.826,24.735,24.879,23.581,23.613,23.786,23.823,22.633,24.398,24.647,22.458,23.697,24.179,23.454,24.145,24.797,25.044,24.436,24.439
24.39,24.35,24.876,25.203,25.219,25.529,25.789,24.816,24.137,24.314,24.958,24.433,23.968,24.776,24.872,23.153,25.014,25.239,24.314,24.541,24.557,24.945,24.544,25.492,24.027,24.91,25.74,25.427,26.291,24.942,24.751,24.117,23.915,23.871,22.156,23.169,23.929,22.74,23.454,23.283,24.147,24.408,24.315,24.663,23.202,23.565
24.4,24.729,24.401,25.198,25.426,24.698,25.681,26.749,24.986,24.788,23.599,24.735,25.692,24.8,23.613,24.962,25.794,24.523,25.378,23.98,23.568,25.472,23.495,26.13,23.373,25.496,25.36,24.091,25.003,24.262,24.952,23.137,23.313,24.791,22.147,22.836,23.945,22.994,24.159,24.407,24.367,25.571,24.61,25.087,24.31,24.371
24.41,25.464,25.188,24.774,24.574,24.197,24.942,25.398,24.213,24.533,25.692,23.725,25.093,25.224,24.388,23.755,24.508,24.865,24.502,25.486,24.995,25.575,NaN,26.032,23.647,25.178,23.604,25.07,26.033,24.29,24.098,24,22.726,NaN,22.494,23.682,24.777,24.401,23.069,23.335,24.981,24.035,23.857,24.496,24.018,24.837
24.42,25.054,25.002,24.031,25.199,25.14,25.032,25.586,24.147,25.861,24.374,24.488,24.702,24.763,NaN,24.492,24.873,24.756,24.655,25.603,25.685,24.526,25.866,25.42,24.396,25.232,24.812,24.985,23.965,25.224,NaN,23.178,22.954,22.625,22.332,23.615,23.688,23.203,24.063,23.721,24.407,25.243,23.892,25.096,23.758,23.82
